GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,TAXON CONCEPT ID,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,EXOTIC CODE,OBSERVATION COUNT,BREEDING CODE,BREEDING CATEGORY,BEHAVIOR CODE,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS1331236336,2022-01-31 11:11:31.049139,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"5",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Gettysburg NMP--United States Ave.,L6505240,H,"39.8018826","-77.2429445",2022-01-31,11:08:00,obsr2934493,S101782841,Stationary,P21,EBIRD,"60.0",,,"2.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1331561052,2022-01-31 19:05:44.592856,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"10",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Gettysburg Museum,L17607285,P,"39.809715","-77.227388",2022-01-31,19:00:00,obsr1315037,S101810316,Stationary,P21,EBIRD,"150.0",,,"2.0","1",,"0","1","0",,,Probably more
URN:CornellLabOfOrnithology:EBIRD:OBS1322398068,2022-01-19 18:36:45.490658,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Bigham Rd.,L5876263,H,"39.7893373","-77.2962905",2022-01-15,16:45:00,obsr913981,S101059327,Stationary,P21,EBIRD,"20.0",,,"2.0","1",,"0","1","0",,,One was one ground eating prey.
URN:CornellLabOfOrnithology:EBIRD:OBS1319235695,2022-01-15 17:03:41.516069,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"3",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Gettysburg NMP,L689271,H,"39.8104481","-77.2247028",2022-01-15,13:59:00,obsr913981,S100801362,Traveling,P22,EBIRD,"127.0","17.252",,"2.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1317156179,2022-01-12 19:44:48.469186,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"3",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Gettysburg NMP--United States Ave.,L6505240,H,"39.8018826","-77.2429445",2022-01-12,16:25:00,obsr502435,S100629985,Traveling,P22,EBIRD,"54.0","0.528",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1331579902,2022-01-31 19:10:10.091277,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"10",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Gettysburg Museum,L17607285,P,"39.809715","-77.227388",2022-01-31,19:06:00,obsr1315037,S101810454,Traveling,P22,EBIRD,"150.0","16.093",,"2.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1331260355,2022-01-31 11:56:25.609788,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Willoughby Run Road,L10456799,P,"39.8131235","-77.2704956",2022-01-29,16:50:00,obsr88666,S101785935,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1307904594,2022-02-02 19:00:20.768294,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Bigham Rd.,L5876263,H,"39.7893373","-77.2962905",2022-01-01,15:39:00,obsr41337,S99863784,Traveling,P22,EBIRD,"19.0","2.366",,"2.0","1",G7624734,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1329156992,2022-01-28 19:19:34.047272,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"4",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Gettysburg NMP--United States Ave.,L6505240,H,"39.8018826","-77.2429445",2022-01-28,17:20:00,obsr1163308,S101610387,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,Seen together .
URN:CornellLabOfOrnithology:EBIRD:OBS1317057234,2022-01-12 17:27:47.243409,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"3",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,"Gettysburg National Military Park, Gettysburg US-PA 39.80205, -77.24334",L17411307,P,"39.802052","-77.243336",2022-01-12,16:21:00,obsr558418,S100621759,Traveling,P22,EBIRD,"65.0","2.259",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1313839987,2022-01-08 15:24:27.441763,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,"1100 Buford Avenue, Gettysburg, Pennsylvania, US (39.847, -77.244)",L17368834,P,"39.8465755","-77.2440572",2022-01-08,15:18:00,obsr160352,S100366805,Traveling,P22,EBIRD,"5.0","0.756",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1328393804,2022-01-28 08:06:54.775812,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"3",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Bigham Rd.,L5876263,H,"39.7893373","-77.2962905",2022-01-26,16:26:00,obsr102462,S101547948,Stationary,P21,EBIRD,"75.0",,,"2.0","1",,"0","1","0",,"Greg. Sunny, but quite chilly. No owls.",
URN:CornellLabOfOrnithology:EBIRD:OBS1322269206,2022-01-19 14:58:04.43341,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,"Gettysburg National Military Park, Cumberland US-PA (39.8054,-77.2481)",L6771046,P,"39.805431","-77.24808",2022-01-19,14:56:00,obsr43068,S101046558,Stationary,P21,EBIRD,"1.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1329168687,2022-01-29 19:55:47.535641,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Bigham Rd.,L5876263,H,"39.7893373","-77.2962905",2022-01-28,15:15:00,obsr1163308,S101610363,Traveling,P22,EBIRD,"122.0","2.366",,"1.0","1",,"0","1","0",,,Maybe 3
URN:CornellLabOfOrnithology:EBIRD:OBS1331503610,2022-01-31 17:25:11.096625,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Gettysburg NMP--United States Ave.,L6505240,H,"39.8018826","-77.2429445",2022-01-31,15:48:00,obsr2934493,S101805510,Traveling,P22,EBIRD,"96.0","30.736",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1329890246,2022-01-29 20:05:46.238007,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"10",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Gettysburg NMP--United States Ave.,L6505240,H,"39.8018826","-77.2429445",2022-01-29,16:30:00,obsr1808527,S101676562,Stationary,P21,EBIRD,"87.0",,,"1.0","1",,"1","1","0",,,At least 2 males
URN:CornellLabOfOrnithology:EBIRD:OBS1324585475,2022-01-22 17:17:31.714367,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"5",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Bigham Rd.,L5876263,H,"39.7893373","-77.2962905",2022-01-22,16:33:00,obsr502435,S101234767,Traveling,P22,EBIRD,"39.0","0.308",,"2.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1327861987,2022-01-26 18:17:23.773529,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"5",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Gettysburg NMP,L689271,H,"39.8104481","-77.2247028",2022-01-26,07:20:00,obsr2176060,S101505044,Traveling,P22,EBIRD,"40.0","8.047",,"1.0","1",,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1321538306,2022-01-18 13:11:30.667185,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Bigham Rd.,L5876263,H,"39.7893373","-77.2962905",2022-01-18,12:58:00,obsr1163308,S100988507,Traveling,P22,EBIRD,"12.0","1.867",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1317780040,2022-01-14 21:16:49.513608,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Bigham Rd.,L5876263,H,"39.7893373","-77.2962905",2022-01-13,16:43:00,obsr676879,S100680079,Stationary,P21,EBIRD,"52.0",,,"2.0","1",,"0","1","0",,39°F overcast,
URN:CornellLabOfOrnithology:EBIRD:OBS1322934369,2022-01-22 08:16:43.381606,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Gettysburg NMP--Longstreet Memorial,L13609533,P,"39.8065655","-77.2575063",2022-01-20,15:54:00,obsr2149705,S101099894,Traveling,P22,EBIRD,"35.0","2.414",,"1.0","1",,"0","1","0",,,Female
URN:CornellLabOfOrnithology:EBIRD:OBS1324606135,2022-01-22 17:18:26.301584,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"5",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Bigham Rd.,L5876263,H,"39.7893373","-77.2962905",2022-01-22,16:30:00,obsr558418,S101234849,Traveling,P22,EBIRD,"47.0","0.329",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1323110221,2022-01-22 08:32:11.223377,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"3",,,,"Female, Adult (3)",United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Bigham Rd.,L5876263,H,"39.7893373","-77.2962905",2022-01-20,16:45:00,obsr2149705,S101114599,Stationary,P21,EBIRD,"60.0",,,"1.0","1",,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1330782116,2022-02-01 13:59:57.334321,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"11",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Gettysburg NMP--United States Ave.,L6505240,H,"39.8018826","-77.2429445",2022-01-30,17:02:00,obsr935017,S101750268,Traveling,P22,EBIRD,"47.0","2.547",,"2.0","1",G7802389,"0","1","1",,,11 minimum. More likely.
URN:CornellLabOfOrnithology:EBIRD:OBS1330782108,2022-02-01 13:59:57.334321,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"11",,,,,United States,US,Pennsylvania,US-PA,Adams,US-PA-001,US-PA_1148,"29.0",,,Gettysburg NMP--United States Ave.,L6505240,H,"39.8018826","-77.2429445",2022-01-30,17:02:00,obsr182578,S101750267,Traveling,P22,EBIRD,"47.0","2.547",,"2.0","1",G7802389,"0","1","1",,,11 minimum. More likely.
URN:CornellLabOfOrnithology:EBIRD:OBS1331717734,2022-02-27 19:30:05.326837,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"2",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"Ferguson Rd, Imperial US-PA (40.4975,-80.3205)",L17613482,P,"40.497522","-80.32051",2022-01-31,10:59:00,obsr862635,S101819438,Traveling,P22,EBIRD,"171.0","4.748",,"1.0","1",,"1","1","0",,,County FOY. Gray ghost on snow preening for a long time. Numerous photos. Female flying twice.
URN:CornellLabOfOrnithology:EBIRD:OBS1330674607,2022-01-30 16:21:13.244151,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"341–373 Ferguson Rd, Imperial US-PA (40.4964,-80.3185)",L17600087,P,"40.496371","-80.318467",2022-01-30,15:36:00,obsr2322460,S101741232,Traveling,P22,EBIRD,"43.0","3.34",,"1.0","1",,"0","1","0",,,"Dark head, almost white belly, white underwing with dark wingtips (as viewed from underneath). Female; gray back. Possibly same harrier seen by Rob Hooten at same location at 2:08 today."
URN:CornellLabOfOrnithology:EBIRD:OBS1312219241,2022-01-06 16:26:58.341999,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Elkhorn Rd.,L13438077,H,"40.2223193","-79.9451742",2022-01-06,12:05:00,obsr314052,S100230314,Traveling,P22,EBIRD,"71.0","2.575",,"1.0","1",,"1","1","0",,Overcast and 28*F,
URN:CornellLabOfOrnithology:EBIRD:OBS1330625974,2022-02-01 10:50:33.374682,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"375–399 Ferguson Rd, Imperial US-PA 40.49517, -80.31889",L17597824,P,"40.495168","-80.318894",2022-01-30,14:08:00,obsr1795075,S101729947,Stationary,P21,EBIRD,"25.0",,,"1.0","0",,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1331354074,2022-04-07 08:39:59.186565,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,Ferguson Rd. Area Farmland (Allegheny Co.),L17609078,H,"40.4962437","-80.3184823",2022-01-31,13:19:00,obsr1496323,S101792527,Stationary,P21,EBIRD,"23.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1317131314,2022-01-12 19:23:16.570057,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"3",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"4163 Cork-Bocktown Rd, Clinton US-PA (40.4969,-80.3296)",L17410077,P,"40.496868","-80.329647",2022-01-12,15:59:00,obsr314052,S100628189,Stationary,P21,EBIRD_PA,"3.0",,,"2.0","1",G7705989,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1329622933,2022-01-29 15:46:57.022818,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"375–399 Ferguson Rd, Imperial US-PA (40.4952,-80.3189)",L10388487,P,"40.495189","-80.318892",2022-01-29,12:05:00,obsr277524,S101649472,Stationary,P21,EBIRD,"15.0",,,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1330281000,2022-01-30 08:33:16.608799,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,North Park--Upper Field,L971715,H,"40.6245556","-80.036602",2022-01-29,13:00:00,obsr558613,S101702959,Traveling,P22,EBIRD,"30.0","1.609",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1309648456,2022-01-03 09:48:41.961727,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,School,L16754685,P,"40.333905","-80.0431",2022-01-03,09:48:00,obsr1795075,S100012722,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1328002265,2022-01-26 23:42:45.543194,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"I-376 W, Coraopolis US-PA 40.53585, -80.27212",L17560539,P,"40.535853","-80.272122",2022-01-26,17:44:00,obsr1659831,S101514878,Incidental,P20,EBIRD,,,,"1.0","0",,"0","1","0",,,"Seen while driving. Adult male clearly seen - small/medium sized hawk, similar size to Cooper’s but slightly bigger. Distinct white underneath with black trim around tips of wings solidified as Harrier and not Cooper’s. Flying/diving with wings in v-shape."
URN:CornellLabOfOrnithology:EBIRD:OBS1316991275,2022-01-12 19:22:14.325344,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"4",,,,,United States,US,Pennsylvania,US-PA,Allegheny,US-PA-003,,"28.0",,,"4163 Cork-Bocktown Rd, Clinton US-PA (40.4969,-80.3296)",L17410077,P,"40.496868","-80.329647",2022-01-12,15:59:00,obsr670405,S100616625,Stationary,P21,EBIRD_PA,"3.0",,,"2.0","1",G7705989,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1321551716,2022-01-18 15:28:26.431049,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Armstrong,US-PA-005,US-PA_1169,"28.0",,,"652–668 Claypoole Rd, Worthington US-PA (40.8214,-79.6178)",L10215197,P,"40.821353","-79.617827",2022-01-18,10:57:00,obsr664927,S100989851,Traveling,P22,EBIRD,"19.0","3.075",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1318900393,2022-01-16 14:58:29.940155,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Armstrong,US-PA-005,US-PA_1169,"28.0",,,"Claypoole Road, Worthington, Pennsylvania, US (40.824, -79.616)",L17436769,P,"40.8244927","-79.6160253",2022-01-15,10:54:00,obsr4487,S100768017,Traveling,P22,EBIRD,"5.0","0.66",,"3.0","1",G7719608,"1","1","0",,"Mark McConaughy Armstrong County WRS  - Tom and Janet, and Mark. Photos to be added.",
URN:CornellLabOfOrnithology:EBIRD:OBS1319265650,2022-01-16 14:58:29.940155,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Armstrong,US-PA-005,US-PA_1169,"28.0",,,"Claypoole Road, Worthington, Pennsylvania, US (40.824, -79.616)",L17436769,P,"40.8244927","-79.6160253",2022-01-15,10:54:00,obsr39643,S100802935,Traveling,P22,EBIRD,"5.0","0.66",,"3.0","1",G7719608,"1","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1323525780,2022-01-21 16:07:27.047981,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Armstrong,US-PA-005,US-PA_1169,"28.0",,,Green Acres Rd,L8559451,P,"40.8117796","-79.6361639",2022-01-21,08:30:00,obsr664927,S101144063,Traveling,P22,EBIRD,"150.0","9.656",,"1.0","1",,"0","1","0",,"In the area of Green Acres road including Smith, Hillberry, Gromley, Lafferty",
URN:CornellLabOfOrnithology:EBIRD:OBS1323339495,2022-01-21 09:30:01.450916,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Armstrong,US-PA-005,US-PA_1169,"28.0",,,Worthington area,L3263247,P,"40.8330196","-79.62749",2022-01-20,14:15:00,obsr185621,S101128514,Traveling,P22,EBIRD,"70.0","4.828",,"1.0","1",,"0","1","0",,,
URN:CornellLabOfOrnithology:EBIRD:OBS1311625063,2022-01-05 16:07:19.3115,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Armstrong,US-PA-005,US-PA_1169,"28.0",,,Fox Hollow Road,L5269495,P,"40.821604","-79.6073627",2022-01-05,08:40:00,obsr53100,S100186308,Traveling,P22,EBIRD,"40.0","1.0",,"1.0","1",,"0","1","0",,dirt-road no-entry,
URN:CornellLabOfOrnithology:EBIRD:OBS1321771213,2022-01-18 19:31:20.344329,"7873",species,avibase-A091D50A,Northern Harrier,Circus hudsonius,,,,"1",,,,,United States,US,Pennsylvania,US-PA,Armstrong,US-PA-005,US-PA_1169,"28.0",,,"201–299 Green Acres Rd, Worthington US-PA (40.8122,-79.6399)",L17475408,P,"40.812178","-79.639856",2022-01-18,17:15:00,obsr664927,S101009398,Traveling,P22,EBIRD,"41.0","4.828",,"2.0","1",,"0","1","0",,,
